[ 2024-07-09 03:14:51,978  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 03:14:53,011  25 COMPONENTS - INFO - Data Ingestion completed]
[ 2024-07-09 03:14:53,011  28 COMPONENTS - INFO - Text Cleaning and Preprocessing Started]
[ 2024-07-09 03:14:53,011  29 COMPONENTS - INFO - Removing all the NaN values from the title column]
[ 2024-07-09 03:14:53,231  35 COMPONENTS - INFO - Removed all NaN Values from title column]
[ 2024-07-09 03:14:53,231  36 COMPONENTS - INFO - Applying the function to concatenate two columns to form Single Title Description]
[ 2024-07-09 03:14:53,487  40 COMPONENTS - INFO - Function applied]
[ 2024-07-09 03:14:53,487  41 COMPONENTS - INFO - Removing duplicates]
[ 2024-07-09 03:14:53,506  45 COMPONENTS - INFO - Removed duplicates from titleDesc Column]
[ 2024-07-09 03:14:53,506  46 COMPONENTS - INFO - Dropping unnecessary Columns]
[ 2024-07-09 03:14:53,514  50 COMPONENTS - INFO - Dropped unnecessary Columns. Remaining columns are : Index(['Unnamed: 0', 'title', 'average_rating', 'rating_number', 'description',
       'images', 'store', 'parent_asin', 'titleDesc'],
      dtype='object')]
[ 2024-07-09 03:14:53,514  51 COMPONENTS - INFO - Lowering the case of titleDescr column]
[ 2024-07-09 03:14:53,530  55 COMPONENTS - INFO - Lowered the case of titleDesc column]
[ 2024-07-09 03:14:53,530  56 COMPONENTS - INFO - Removing Punctuations from the titleDesc column]
[ 2024-07-09 03:14:53,677  60 COMPONENTS - INFO - Removed Punctuations from the titleDesc column]
[ 2024-07-09 03:14:53,677  61 COMPONENTS - INFO - Removing stopwords from the titleDescr column]
[ 2024-07-09 03:15:52,684  65 COMPONENTS - INFO - Removed stopwords from the titleDescr column, Example value looks like : genuine leather belt men single prong metal buckle brown 4648]
[ 2024-07-09 03:15:52,685  66 COMPONENTS - INFO - Spliting the titleDescr column into list and removing duplicate words]
[ 2024-07-09 03:15:52,878  70 COMPONENTS - INFO - Splited the titleDescr column into list and removed duplicate words]
[ 2024-07-09 03:15:52,878  71 COMPONENTS - INFO - Removing all the NaN values from the titleDescr column]
[ 2024-07-09 03:15:53,018  77 COMPONENTS - INFO - Removed all NaN Values from titleDescr column]
[ 2024-07-09 03:15:53,018  78 COMPONENTS - INFO - Text Cleaning and Preprocessing completed]
[ 2024-07-09 03:15:53,018  79 COMPONENTS - INFO - Saving the transformed df into Artifact Folder]
[ 2024-07-09 03:15:54,259  83 COMPONENTS - INFO - Saved the transformed df into Artifact Folder]
[ 2024-07-09 03:15:54,259  32 COMPONENTS - INFO - Starting the training process]
[ 2024-07-09 03:15:54,259  33 COMPONENTS - INFO - Initializing W2V model with 100 feature output]
[ 2024-07-09 03:15:54,280  448 gensim.utils - INFO - Word2Vec lifecycle event {'params': 'Word2Vec<vocab=0, vector_size=100, alpha=0.03>', 'datetime': '2024-07-09T03:15:54.259740', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'created'}]
[ 2024-07-09 03:15:54,280  45 COMPONENTS - INFO - Initialized W2V model]
[ 2024-07-09 03:15:54,280  46 COMPONENTS - INFO - Building Vocab Count]
[ 2024-07-09 03:15:54,280  582 gensim.models.word2vec - INFO - collecting all words and their counts]
[ 2024-07-09 03:15:54,280  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #0, processed 0 words, keeping 0 word types]
[ 2024-07-09 03:15:54,295  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #10000, processed 160956 words, keeping 23009 word types]
[ 2024-07-09 03:15:54,310  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #20000, processed 317897 words, keeping 35861 word types]
[ 2024-07-09 03:15:54,325  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #30000, processed 473395 words, keeping 46120 word types]
[ 2024-07-09 03:15:54,340  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #40000, processed 630506 words, keeping 55382 word types]
[ 2024-07-09 03:15:54,355  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #50000, processed 787077 words, keeping 63837 word types]
[ 2024-07-09 03:15:54,371  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #60000, processed 945699 words, keeping 71772 word types]
[ 2024-07-09 03:15:54,388  565 gensim.models.word2vec - INFO - PROGRESS: at sentence #70000, processed 1102934 words, keeping 78867 word types]
[ 2024-07-09 03:15:54,403  588 gensim.models.word2vec - INFO - collected 85241 word types from a corpus of 1243939 raw words and 78890 sentences]
[ 2024-07-09 03:15:54,403  637 gensim.models.word2vec - INFO - Creating a fresh vocabulary]
[ 2024-07-09 03:15:54,502  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 retains 85241 unique words (100.00% of original 85241, drops 0)', 'datetime': '2024-07-09T03:15:54.501979', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 03:15:54,502  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'effective_min_count=1 leaves 1243939 word corpus (100.00% of original 1243939, drops 0)', 'datetime': '2024-07-09T03:15:54.502085', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 03:15:54,655  745 gensim.models.word2vec - INFO - deleting the raw counts dictionary of 85241 items]
[ 2024-07-09 03:15:54,656  748 gensim.models.word2vec - INFO - sample=0.001 downsamples 38 most-common words]
[ 2024-07-09 03:15:54,656  448 gensim.utils - INFO - Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 1157525.6751127427 word corpus (93.1%% of prior 1243939)', 'datetime': '2024-07-09T03:15:54.656833', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'prepare_vocab'}]
[ 2024-07-09 03:15:54,914  805 gensim.models.word2vec - INFO - estimated required memory for 85241 words and 100 dimensions: 110813300 bytes]
[ 2024-07-09 03:15:54,914  863 gensim.models.word2vec - INFO - resetting layer weights]
[ 2024-07-09 03:15:54,942  448 gensim.utils - INFO - Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2024-07-09T03:15:54.942738', 'gensim': '4.3.2', 'python': '3.12.0 | packaged by Anaconda, Inc. | (main, Oct  2 2023, 12:22:05) [Clang 14.0.6 ]', 'platform': 'macOS-14.2.1-arm64-arm-64bit', 'event': 'build_vocab'}]
[ 2024-07-09 03:15:54,942  51 COMPONENTS - INFO - Completed Building Vocab Count]
[ 2024-07-09 03:15:54,942  52 COMPONENTS - INFO - Starting training W2Vmodel]
