[ 2024-07-09 20:52:49,466  107 dagshub - INFO - Accessing as sanket-profile]
[ 2024-07-09 20:52:49,973  107 dagshub - INFO - Initialized MLflow to track repo "sanket-profile/recommendationSystem"]
[ 2024-07-09 20:52:49,974  107 dagshub - INFO - Repository sanket-profile/recommendationSystem initialized!]
[ 2024-07-09 20:52:50,006  21 COMPONENTS - INFO - Starting Data Ingestion]
[ 2024-07-09 20:52:51,044  25 COMPONENTS - INFO - Data Ingestion completed]
[ 2024-07-09 20:52:51,044  28 COMPONENTS - INFO - Text Cleaning and Preprocessing Started]
[ 2024-07-09 20:52:51,044  29 COMPONENTS - INFO - Removing all the NaN values from the title column]
[ 2024-07-09 20:52:51,268  35 COMPONENTS - INFO - Removed all NaN Values from title column]
[ 2024-07-09 20:52:51,268  36 COMPONENTS - INFO - Applying the function to concatenate two columns to form Single Title Description]
[ 2024-07-09 20:52:51,508  40 COMPONENTS - INFO - Function applied]
[ 2024-07-09 20:52:51,508  41 COMPONENTS - INFO - Removing duplicates]
[ 2024-07-09 20:52:51,525  45 COMPONENTS - INFO - Removed duplicates from titleDesc Column]
[ 2024-07-09 20:52:51,526  46 COMPONENTS - INFO - Dropping unnecessary Columns]
[ 2024-07-09 20:52:51,534  50 COMPONENTS - INFO - Dropped unnecessary Columns. Remaining columns are : Index(['Unnamed: 0', 'title', 'average_rating', 'rating_number', 'description',
       'images', 'store', 'parent_asin', 'titleDesc'],
      dtype='object')]
[ 2024-07-09 20:52:51,534  51 COMPONENTS - INFO - Lowering the case of titleDescr column]
[ 2024-07-09 20:52:51,548  55 COMPONENTS - INFO - Lowered the case of titleDesc column]
[ 2024-07-09 20:52:51,548  56 COMPONENTS - INFO - Removing Punctuations from the titleDesc column]
[ 2024-07-09 20:52:51,695  60 COMPONENTS - INFO - Removed Punctuations from the titleDesc column]
[ 2024-07-09 20:52:51,695  61 COMPONENTS - INFO - Removing stopwords from the titleDescr column]
[ 2024-07-09 20:53:51,400  65 COMPONENTS - INFO - Removed stopwords from the titleDescr column, Example value looks like : genuine leather belt men single prong metal buckle brown 4648]
[ 2024-07-09 20:53:51,401  66 COMPONENTS - INFO - Spliting the titleDescr column into list and removing duplicate words]
